Protein	EchoBASE ID,,Gene Name,,Subcellular Location,,Predicted Molecular weight (Da),,Number of TMH (HMMTOP/TMHMM),,Signal Peptide Cleavage Prob,,Function
P42408	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P42409	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P42410	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P42412	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P42420	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P42430	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P42443	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P42588	EB2577,,ygjG,,Periplasmic ,,53910.56,,0 / 0,,79.4%,,Putrescine transaminase
P42632	EB2612,,tdcE,,Cytoplasmic ,,85935.84,,0 / 0,,None,,Pyruvate formate-lyase/ketobutyrate formate-lyase
P42784	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P42919	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P42920	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P42924	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P42974	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P43261	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P43891	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P45359	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P45395	EB2655,,kdsD,,Cytoplasmic ,,35196.28,,0 / 0,,None,,Putative sugar phosphate isomerase
P45425	EB2666,,nanK,,Cytoplasmic ,,30784.21,,1 / 0,,None,,Putative ManNAc kinase
P45451	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P45500	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P45523	EB2737,,fkpA,,Periplasmic ,,28881.98,,1 / 0,,97.7%,,Periplasmic peptidylprolyl cis;trans isomerase; PPIase-independent chaperone activity; binds FK506
P45545	EB2750,,yhfS,,Cytoplasmic ,,38599.49,,0 / 0,,None,,Function unknown
P45577	EB2707,,proQ,,Cytoplasmic ,,25892.58,,0 / 0,,None,,Regulator of ProP expression; post-translational
P45578	EB2573,,luxS,,Cytoplasmic ,,19416.29,,0 / 0,,None,,Production of autoinducer 2 (AI-2); that functions in quorum sensing; acid-inducible
P45596	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P45618	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P45693	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P45694	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P45740	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P45742	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P45744	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P45745	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P45758	EB2727,,gspD,,Periplasmic ,,71146.88,,0 / 0,,99.6%,,general secretory pathway component; cryptic
P45848	EB2797,,yciQ,,Integral Membrane Protein ,,71289.32,,6 / 5,,99.7%,,Function unknown
P45905	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P45913	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P45931	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P46215	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P46318	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P46323	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P46327	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P46338	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P46343	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P46353	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P46354	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P46469	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P46787	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P46837	EB2768,,yhgF,,Cytoplasmic ,,81506.04,,0 / 0,,None,,Putative transcription accessory factor; contains S1 RNA-binding domain; low abundance protein
P46889	EB3016,,ftsK,,Integral Membrane Protein ,,146663.08,,4 / 5,,None,,Cell division and growth; septation; NA-binding membrane protein; filamentous growth of mutants; suppressed by dacA deletion; essential gene
P46898	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P46899	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P46916	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P46917	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P46922	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P48372	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P48576	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P48949	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P49057	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P49433	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P49814	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P49978	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P50308	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P50456	EB2950,,dgsA,,Cytoplasmic ,,44316.24,,1 / 0,,None,,Global transcriptional repressor; regulates pts operon expression at P0; required for anaerobic growth on glucosamine; binds nagC promoters; regulates manX and malT; makes large colonies; autorepressor
P50610	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P50620	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P50735	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P50736	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P50831	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P50840	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P50848	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P50849	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P50863	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P50866	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P51024	EB3079,,yaiL,,Cytoplasmic ,,24222.92,,1 / 0,,None,,Function unknown
P51831	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P51833	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P52042	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P52046	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P52143	EB3005,,ypjA,,Outer Membrane beta-barrel protein ,,162742.31,,1 / 1,,99.4%,,Function unknown
P52208	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P52231	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P52415	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P52688	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P52697	EB3020,,pgl,,Cytoplasmic ,,36307.74,,0 / 0,,None,,6-phosphogluconolactonase
P52934	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P52983	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P53383	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P53593	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P54123	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P54147	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P54156	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P54169	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P54170	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P54205	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P54206	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P54224	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P54304	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P54375	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P54376	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P54380	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P54390	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P54394	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P54418	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P54419	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P54452	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P54460	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P54464	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P54465	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P54470	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P54471	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P54474	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P54496	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P54504	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P54514	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P54517	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P54523	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P54530	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P54555	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P54558	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P54597	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P54601	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P54616	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P54617	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P54691	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P54717	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P54735	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P54741	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P54947	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P55038	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P55342	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P55872	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P55975	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P55981	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P55986	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P55989	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P55992	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P56069	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P56119	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P56123	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P56197	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P56258	EB4066,,rffT,,Cytoplasmic ,,40639.73,,1 / 0,,None,,TDP-Fuc4NAc;LipidII transferase; needed for ECA synthesis
P56849	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P56970	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P57698	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P58070	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P58111	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P58121	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P58130	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P58176	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P58178	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P58191	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P58229	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P58233	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P58253	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P58255	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P58262	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P58297	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P58363	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P58384	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P58473	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P58694	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P58938	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P59107	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P59132	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P59184	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P59339	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P59393	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P59395	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P59409	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P59444	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P59445	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P59600	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P59609	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P59740	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P59746	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P60071	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P60294	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P60339	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P60357	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P60364	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P60365	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P60384	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P60422	EB0858,,rplB,,Cytoplasmic ,,29860.53,,0 / 0,,None,,50S ribosomal subunit protein L2; binds Zn(II)
P60424	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P60429	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P60438	EB0859,,rplC,,Cytoplasmic ,,22243.56,,0 / 0,,None,,50S ribosomal subunit protein L3
P60440	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P60464	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P60546	EB0958,,gmk,,Cytoplasmic ,,23592.78,,0 / 0,,None,,Guanylate kinase
P60651	EB0953,,speB,,Cytoplasmic ,,33557.18,,0 / 0,,None,,Agmatinase
P60718	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P60723	EB0860,,rplD,,Cytoplasmic ,,22086.59,,0 / 0,,None,,50S ribosomal subunit protein L4; erythromycin sensitivity
P60752	EB0608,,msbA,,Integral Membrane Protein ,,64460.99,,5 / 5,,35.8%,,lipid export system (flippase); ATP-binding and membrane components; member of ABC superfamily
P60788	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P60908	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P60929	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P61055	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P61175	EB0875,,rplV,,Cytoplasmic ,,12226.33,,0 / 0,,None,,50S ribosomal subunit protein L22; erythromycin sensitivity
P61177	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P61488	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P61490	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P61493	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P61517	EB2224,,yadF,,Cytoplasmic ,,25096.86,,0 / 0,,None,,Function unknown; low abundance protein
P61518	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P61887	EB1423,,rffH,,Cytoplasmic ,,32734.49,,1 / 0,,None,,Glucose-1-phosphate thymidylyltransferase; needed for ECA synthesis
P61889	EB0571,,mdh,,Cytoplasmic ,,32337.38,,1 / 0,,52.2%,,Malate dehydrogenase; NAD-dependent
P62399	EB0861,,rplE,,Cytoplasmic ,,20301.65,,0 / 0,,None,,50S ribosomal subunit protein L5
P62401	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P62622	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P62707	EB1650,,gpmA,,Cytoplasmic ,,28556.45,,0 / 0,,None,,Phosphoglycerate mutase 1; 2;3-bisphosphoglycerate-dependent; Fur regulon; dimeric
P62709	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P62710	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P62768	EB2240,,yaeH,,Cytoplasmic ,,15096.2,,0 / 0,,None,,Function unknown
P62769	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P62771	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P63020	EB2771,,gntY,,Cytoplasmic ,,20997.79,,0 / 0,,None,,function unknown
P63022	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P63180	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P63224	EB2940,,lpcA,,Cytoplasmic ,,20814.83,,0 / 0,,None,,D-sedoheptulose 7-phosphate isomerase; GDP-heptose biosynthesis; T-phage resistance
P63284	EB0155,,clpB,,Cytoplasmic ,,95585.31,,0 / 0,,None,,ClpB is an ATPase (member of the AAA&lt;sup&gt;+&lt;/sup&gt; family) that functions a protein chaperone to reactivate strongly aggregated proteins. It is essential for protein folding &lt;I&gt;in vivo&lt;/I&gt; during stress conditions. 
P63285	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P63390	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P63610	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P63634	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P63737	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P64074	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P64149	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P64258	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P64451	EB3518,,ydcL,,Outer membrane Lipoprotein ,,24427.05,,1 / 0,,58.6%,,Function unknown
P64455	EB3531,,ydcY,,Cytoplasmic ,,8799.91,,0 / 0,,None,,Function unknown
P64463	EB3599,,ydfZ,,Cytoplasmic ,,7276.38,,0 / 0,,None,,Binds selenium; function unknown
P64469	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P64490	EB3288,,yoaC,,Cytoplasmic ,,13231.33,,0 / 0,,None,,Function unknown
P64581	EB2599,,yqjD,,Membrane anchored ,,11051.51,,1 / 1,,None,,Function unknown; paralogous to elaB and ygaM
P64584	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P64611	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P65330	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P66025	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P66042	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P66054	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P66072	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P66125	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P66166	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P66221	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P66330	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P66372	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P66383	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P66484	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P66503	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P66607	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P66608	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P66611	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P66699	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P66794	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P66808	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P67080	EB2804,,yggS,,Cytoplasmic ,,25787.52,,0 / 0,,None,,Function unknown
P67176	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P67911	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P68066	EB1732,,yfiD,,Cytoplasmic ,,14284.22,,0 / 0,,None,,Glycine radical cofactor that can reactivate pyruvate formate lyase after oxidative stress; induced by internal acidification caused by low pH or propionate; activated by FNR; pyruvate formate lyase homolog; spare part for PFL
P68067	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P68187	EB0553,,malK,,Cytoplasmic ,,40990.6,,0 / 0,,None,,maltose transporter subunit; ATP-binding component; member of ABC superfamily
P68191	EB1471,,sra,,Cytoplasmic ,,5095.83,,0 / 0,,None,,Protein D; SRA (stationary-phase-induced ribosome-associated) protein; present in copy number/ribosome = 0.1 (exp) to 0.4 (stat); previously called 30S ribosomal subunit protein S22; RpsV
P68206	EB1872,,yjbJ,,Cytoplasmic ,,8325.27,,0 / 0,,None,,Function unknown
P68567	EB2145,,yhiQ,,Cytoplasmic ,,26949.28,,0 / 0,,None,,Function unknown; in Salmonella; yhiQ is the second gene in prlC operon and in the heat shock regulon; putative SAM-dependent methyltransferase
P68571	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P68575	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P68579	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P68681	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P68685	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P68918	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P69222	EB0499,,infA,,Cytoplasmic ,,8249.61,,0 / 0,,None,,Protein chain initiation factor IF1
P69224	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P69227	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P69409	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P69410	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P69428	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P69441	EB0031,,adk,,Cytoplasmic ,,23586.09,,0 / 0,,None,,Adenylate kinase; weak nucleoside diphosphate kinase activity; pleiotropic effects on glycerol-3-phosphate acyltransferase activity; monomeric
P69503	EB0049,,apt,,Cytoplasmic ,,19858.92,,1 / 0,,None,,Adenine phosphoribosyltransferase; adenine salvage; AMP from PRPP + Ad
P69776	EB0539,,lpp,,Outer membrane Lipoprotein ,,8323.52,,0 / 0,,96.9%,,Murein lipoprotein structural gene
P69783	EB0163,,crr,,Cytoplasmic ,,18251.11,,0 / 0,,None,,glucose-specific enzyme IIA component of PTS; member of PTS glucose-glucoside (Glc) Family 
P69786	EB0780,,ptsG,,Integral Membrane Protein ,,50676.74,,10 / 10,,None,,glucose-specific enzyme IIBC component of PTS; member of PTS glucose-glucoside (Glc) Family 
P69791	EB0140,,chbA,,Cytoplasmic ,,12747.83,,1 / 0,,None,,N;N-diacetylchitobiose-specific enzyme IIA component of PTS; member of PTS lactose-N;N-diacetylchitobiose-b-glucoside (Lac) family 
P69795	EB0138,,chbB,,Membrane associated ,,11426.59,,0 / 0,,53.8%,,N;N-diacetylchitobiose-specific enzyme IIB component of PTS; member of PTS lactose-N;N-diacetylchitobiose-b-glucoside (Lac) family 
P69797	EB0562,,manX,,Cytoplasmic ,,35047.66,,0 / 0,,None,,mannose-specific enzyme IIAB component of PTS; member of PTS mannose-fructose-sorbose (Man) family
P69799	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P69807	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P69811	EB0005,,fruB,,Cytoplasmic ,,39647.94,,0 / 0,,None,,fructose-specific enzyme IIA and HPr component of PTS (FPr); member of PTS fructose-mannitol (Fru) Family
P69824	EB1739,,cmtB,,Cytoplasmic ,,16046.29,,0 / 0,,None,,predicted mannitol-specific enzyme IIA component of PTS; member of PTS fructose-mannitol (Fru) Family
P69828	EB2313,,gatA,,Cytoplasmic ,,16907.51,,0 / 0,,None,,galactitol-specific enzyme IIA component of PTS; member of PTS galactitol (Gat) family
P69829	EB1633,,ptsN,,Cytoplasmic ,,17959.63,,0 / 0,,None,,sugar-specific enzyme IIA component of PTS; member of the PTS superfamily
P69908	EB4302,,gadA,,Cytoplasmic ,,52685.38,,0 / 0,,None,,Glutamate decarboxylase A
P69910	EB1453,,gadB,,Cytoplasmic ,,52668.35,,0 / 0,,None,,Glutamate decarboxylase B
P69911	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P69913	EB1416,,csrA,,Cytoplasmic ,,6855.91,,0 / 0,,None,,Global regulator of carbon source metabolism; CsrA exerts reciprocal effects on glycolysis versus gluconeogenesis and glycogen biosynthesis; glgC mRNA-binding activity blocks GlgC translation; csrB RNA inhibits csrA
P69915	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P69923	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P69925	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P70949	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P70974	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P70976	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P70996	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P71005	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P71012	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P71021	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P71035	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P71036	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P71051	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P71055	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P71067	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
