Protein	Des
A0A0H3M918	Genome Annotation
A0A0H3M924	Genome Annotation
A0A0H3M938	Genome Annotation
A0A0H3M941	Genome Annotation
A0A0H3M949	Genome Annotation
A0A0H3M957	Genome Annotation
A0A0H3M966	Genome Annotation
A0A0H3M967	Genome Annotation
A0A0H3M978	Genome Annotation
A0A0H3M9A4	Genome Annotation
A0A0H3M9A9	Genome Annotation
A0A0H3M9B4	Genome Annotation
A0A0H3M9D1	Genome Annotation
A0A0H3M9E6	Genome Annotation
A0A0H3M9F1	Genome Annotation
A0A0H3M9G9	Genome Annotation
A0A0H3M9I9	Genome Annotation
A0A0H3M9N5	Genome Annotation
A0A0H3M9Q6	Genome Annotation
A0A0H3M9R4	Genome Annotation
A0A0H3M9R5	Genome Annotation
A0A0H3M9U0	Genome Annotation
A0A0H3M9U1	Genome Annotation
A0A0H3M9U9	Genome Annotation
A0A0H3M9V1	Genome Annotation
A0A0H3M9W9	Genome Annotation
A0A0H3M9X1	Genome Annotation
A0A0H3M9X2	Genome Annotation
A0A0H3M9X3	Genome Annotation
A0A0H3M9Y5	Genome Annotation
A0A0H3M9Y6	Genome Annotation
A0A0H3M9Z4	Genome Annotation
A0A0H3M9Z9	Genome Annotation
A0A0H3MA19	Genome Annotation
A0A0H3MA24	Genome Annotation
A0A0H3MA47	Genome Annotation
A0A0H3MA58	Genome Annotation
A0A0H3MA65	Genome Annotation
A0A0H3MA76	Genome Annotation
A0A0H3MA81	Genome Annotation
A0A0H3MAA5	Genome Annotation
A0A0H3MAA7	Genome Annotation
A0A0H3MAB7	Genome Annotation
A0A0H3MAC0	Genome Annotation
A0A0H3MAC3	Genome Annotation
A0A0H3MAD3	Genome Annotation
A0A0H3MAE6	Genome Annotation
A0A0H3MAE7	Genome Annotation
A0A0H3MAE9	Genome Annotation
A0A0H3MAF8	Genome Annotation
A0A0H3MAG0	Genome Annotation
A0A0H3MAG2	Genome Annotation
A0A0H3MAG4	Genome Annotation
A0A0H3MAG8	Genome Annotation
A0A0H3MAH9	Genome Annotation
A0A0H3MAK0	Genome Annotation
A0A0H3MAK2	Genome Annotation
A0A0H3MAK4	Genome Annotation
A0A0H3MAK5	Genome Annotation
A0A0H3MAK6	Genome Annotation
A0A0H3MAL0	Genome Annotation
A0A0H3MAQ9	Genome Annotation
A0A0H3MAR7	Genome Annotation
A0A0H3MAR8	Genome Annotation
A0A0H3MAT3	Genome Annotation
A0A0H3MAU2	Genome Annotation
A0A0H3MAU9	Genome Annotation
A0A0H3MAV4	Genome Annotation
A0A0H3MAV9	Genome Annotation
A0A0H3MAW1	Genome Annotation
A0A0H3MAW6	Genome Annotation
A0A0H3MB17	Genome Annotation
A0A0H3MB30	Genome Annotation
A0A0H3MB40	Genome Annotation
A0A0H3MB56	Genome Annotation
A0A0H3MB60	Genome Annotation
A0A0H3MB66	Genome Annotation
A0A0H3MB70	Genome Annotation
A0A0H3MB83	Genome Annotation
A0A0H3MB89	Genome Annotation
A0A0H3MB94	Genome Annotation
A0A0H3MBD1	Genome Annotation
A0A0H3MBD5	Genome Annotation
A0A0H3MBE3	Genome Annotation
A0A0H3MBF0	Genome Annotation
A0A0H3MBG5	Genome Annotation
A0A0H3MBG7	Genome Annotation
A0A0H3MBJ4	Genome Annotation
A0A0H3MBK0	Genome Annotation
A0A0H3MBK5	Genome Annotation
A0A0H3MBL6	Genome Annotation
A0A0H3MBN3	Genome Annotation
A0A0H3MBP1	Genome Annotation
A0A0H3MBR3	Genome Annotation
A0A0H3MBS4	Genome Annotation
A0A0H3MBT3	Genome Annotation
A0A0H3MBU7	Genome Annotation
A0A0H3MBV8	Genome Annotation
A0A0H3MBW3	Genome Annotation
A0A0H3MBX2	Genome Annotation
A0A0H3MBX6	Genome Annotation
A0A0H3MBZ0	Genome Annotation
A0A0H3MBZ9	Genome Annotation
A0A0H3MC10	Genome Annotation
A0A0H3MC15	Genome Annotation
A0A0H3MC20	Genome Annotation
A0A0H3MC34	Genome Annotation
A0A0H3MC44	Genome Annotation
A0A0H3MC47	Genome Annotation
A0A0H3MC48	Genome Annotation
A0A0H3MC59	Genome Annotation
A0A0H3MC64	Genome Annotation
A0A0H3MC72	Genome Annotation
A0A0H3MCA7	Genome Annotation
A0A0H3MCC0	Genome Annotation
A0A0H3MCD2	Genome Annotation
A0A0H3MCE9	Genome Annotation
A0A0H3MCF3	Genome Annotation
A0A0H3MCH2	Genome Annotation
A0A0H3MCI2	Genome Annotation
A0A0H3MCI6	Genome Annotation
A0A0H3MCK0	Genome Annotation
A0A0H3MCL7	Genome Annotation
A0A0H3MCP0	Genome Annotation
A0A0H3MCQ3	Genome Annotation
A0A0H3MCR5	Genome Annotation
A0A0H3MCS0	Genome Annotation
A0A0H3MCU0	Genome Annotation
A0A0H3MCV3	Genome Annotation
A0A0H3MCW1	Genome Annotation
A0A0H3MCX2	Genome Annotation
A0A0H3MCY2	Genome Annotation
A0A0H3MCY6	Genome Annotation
A0A0H3MD07	Genome Annotation
A0A0H3MD15	Genome Annotation
A0A0H3MD23	Genome Annotation
A0A0H3MD27	Genome Annotation
A0A0H3MD57	Genome Annotation
A0A0H3MD60	Genome Annotation
A0A0H3MD77	Genome Annotation
A0A0H3MDA4	Genome Annotation
A0A0H3MDB6	Genome Annotation
A0A0H3MDF0	Genome Annotation
A0A0H3MDF4	Genome Annotation
A0A0H3MDG1	Genome Annotation
A0A0H3MDI0	Genome Annotation
A0A0H3MDJ0	Genome Annotation
A0A0H3MDJ5	Genome Annotation
A0A0H3MDN1	Genome Annotation
A0A0H3MDN2	Genome Annotation
A0A0H3MDQ0	Genome Annotation
A0A0H3MDQ6	Genome Annotation
A0A0H3MDR2	Genome Annotation
A0A0H3MDR9	Genome Annotation
A0A0H3MDS3	Genome Annotation
A0A0H3MDU1	Genome Annotation
A0A0H3MDV3	Genome Annotation
A0A0H3MDW6	Genome Annotation
A0A0H3MDX0	Genome Annotation
A0A0H3MDX6	Genome Annotation
A0A0H3ME13	Genome Annotation
A0A0H3ME35	Genome Annotation
A0A0H3ME37	Genome Annotation
A0A0H3ME46	Genome Annotation
A0A0H3ME51	Genome Annotation
A0A0H3ME56	Genome Annotation
A0A0H3ME82	Genome Annotation
A0A0H3ME92	Genome Annotation
A0A0H3MEA0	Genome Annotation
A0A0H3MEB7	Genome Annotation
A0A0H3MED5	Genome Annotation
A0A0H3MEG2	Genome Annotation
A0A0H3MEH0	Genome Annotation
A0A0H3MEH6	Genome Annotation
A0A0H3MEN6	Genome Annotation
A0A0H3MEN7	Genome Annotation
A0A0H3MEQ5	Genome Annotation
A0A0H3MET2	Genome Annotation
A0A0H3MEV1	Genome Annotation
A0A0H3MEX2	Genome Annotation
A0A0H3MF00	Genome Annotation
A0A0H3MF18	Genome Annotation
A0A0H3MF83	Genome Annotation
A0A0H3MFB2	Genome Annotation
A0A0H3MFE2	Genome Annotation
A0A0H3MFE4	Genome Annotation
A0A0H3MFG4	Genome Annotation
A0A0H3MFH8	Genome Annotation
A0A0H3MFK2	Genome Annotation
A0A0H3MFQ3	Genome Annotation
A0A0H3MFQ9	Genome Annotation
A0A0H3MFR0	Genome Annotation
A0A0H3MFR6	Genome Annotation
A0A0H3MFV3	Genome Annotation
A0A0H3MFX3	Genome Annotation
A0A0H3MFX4	Genome Annotation
A0A0H3MFY3	Genome Annotation
A0A0H3MG92	Genome Annotation
A0A0H3MGE2	Genome Annotation
A0A0H3MGI9	Genome Annotation
A0A0H3MGQ7	Genome Annotation
A0A0H3MGR2	Genome Annotation
A0A0H3MGY7	Genome Annotation
A0A0H3MH40	Genome Annotation
A0A0H3MH77	Genome Annotation
A0A0H3MH87	Genome Annotation
A0A0H3MH99	Genome Annotation
A0A0H3MHD1	Genome Annotation
A0A0H3MHD6	Genome Annotation
A0A0H3MHF4	Genome Annotation
A0A0H3MHJ0	Genome Annotation
A0A0H3MHJ6	Genome Annotation
A0A0H3MHS0	Genome Annotation
A0A0H3MHY3	Genome Annotation
A0A0H3MI19	Genome Annotation
A0A0H3MI44	Genome Annotation
A0A0H3MI89	Genome Annotation
A0A0H3MIE5	Genome Annotation
A0A0H3MIH3	Genome Annotation
A0A0H3MII2	Genome Annotation
A0A0H3MIK1	Genome Annotation
A0A0H3MJ62	Genome Annotation
A0A0H3MJ88	Genome Annotation
A0A0H3MJA4	Genome Annotation
A0A0H3MJE2	Genome Annotation
A0A0H3MJE7	Genome Annotation
A0A0H3MJH3	Genome Annotation
A0A0J4N9D7	Genome Annotation
A0A0J4RI30	Genome Annotation
A0A0J4TJB2	Genome Annotation
A0A0J5CNL8	Genome Annotation
A0A0J6UPB2	Genome Annotation
A0A0J9WZ66	
A0A0N0VCJ2	Genome Annotation
A0A0N7KW54	
A0A0P0YPS5	
A0A0P0YPU6	
A0A0P0YPV3	
A0A0P0YQF2	
A0A0U5RPV0	
A0A0U5RZY5	Genome Annotation
A0A0U5TCV6	Genome Annotation
A0A0U8IEL9	Genome Annotation
A0A0V9SPI3	Genome Annotation
A0A0W8AWL7	Genome Annotation
A0A140NDN5	Genome Annotation
A0A140NDN6	Genome Annotation
A0A140NDV1	Genome Annotation
A0A160PV21	
A0A169AX83	Genome Annotation
A0A193SCD4	
A0A1C0C6X9	Genome Annotation
A0A1C0DP85	Genome Annotation
A0A1C0DZB6	Genome Annotation
A0A1C0KL46	Genome Annotation
A0A1C0PG74	Genome Annotation
A0A1C0RDT3	Genome Annotation
A0A1C3HJY9	
A0A1C3PX33	Genome Annotation
A0A1J7G277	
A0A1J7W1Z7	
A0A1J7WFJ7	
A0A1L9C1G9	
A0A1L9C1T0	
A0A1L9C1T3	
A0A1L9C1T4	
A0A1L9C1U6	
A0A1L9C1W0	
A0A1L9C1W6	
A0A1L9C1Z1	
A0A1L9C1Z3	
A0A1L9C200	
A0A1L9C223	
A0A1L9C250	
A0A1L9C283	
A0A1L9C285	
A0A1L9C287	
A0A1L9C2B1	
A0A1L9C2B8	
A0A1L9C2B9	
A0A1L9C2K4	
A0A1L9C2L4	
A0A1L9C2M6	
A0A1L9C2R5	
A0A1L9C2S5	
A0A1L9C2T8	
A0A1L9C2Y6	
A0A1L9C305	
A0A1L9C310	
A0A1L9C334	
A0A1L9C366	
A0A1L9C372	
A0A1L9C383	
A0A1L9C392	
A0A1L9C3A7	
A0A1L9C3B3	
A0A1L9C3C4	
A0A1L9C3D6	
A0A1L9C3E7	
A0A1L9C3J6	
A0A1L9C3K4	
A0A1L9C3L2	
A0A1L9C3M7	
A0A1L9C3N6	
A0A1L9C3N9	
A0A1L9C3Q0	
A0A1L9C3Q1	
A0A1L9C3S3	
A0A1L9C3W4	
A0A1L9C3W7	
A0A1L9C3X7	
A0A1L9C3X8	
A0A1L9C423	
A0A1L9C432	
A0A1L9C435	
A0A1L9C440	
A0A1L9C444	
A0A1L9C452	
A0A1L9C456	
A0A1L9C459	
A0A1L9C471	
A0A1L9C491	
A0A1L9C493	
A0A1L9C4C3	
A0A1L9C4C9	
A0A1L9C4D6	
A0A1L9C4D8	
A0A1L9C4E5	
A0A1L9C4E7	
A0A1L9C4F4	
A0A1L9C4G4	
A0A1L9C4H5	
A0A1L9C4J6	
A0A1L9C4L4	
A0A1L9C4L6	
A0A1L9C4L9	
A0A1L9C4M2	
A0A1L9C4N8	
A0A1L9C4R4	
A0A1L9C4R9	
A0A1L9C4V8	
A0A1L9C511	
A0A1L9C516	
A0A1L9C556	
A0A1L9C599	
A0A1L9C5B0	
A0A1L9C5B6	
A0A1L9C5D2	
A0A1L9C5D4	
A0A1L9C5E8	
A0A1L9C5F9	
A0A1L9C5I8	
A0A1L9C5K6	
A0A1L9C5L7	
A0A1L9C5L9	
A0A1L9C5M9	
A0A1L9C5N6	
A0A1L9C5N7	
A0A1L9C5N8	
A0A1L9C5P0	
A0A1L9C5P6	
A0A1L9C5R2	
A0A1L9C5S7	
A0A1L9C5T3	
A0A1L9C5V9	
A0A1L9C624	
A0A1L9C642	
A0A1L9C646	
A0A1L9C647	
A0A1L9C669	
A0A1L9C696	
A0A1L9C6A3	
A0A1L9C6A5	
A0A1L9C6C2	
A0A1L9C6C3	
A0A1L9C6C8	
A0A1L9C6G0	
A0A1L9C6H3	
A0A1L9C6H7	
A0A1L9C6I3	
A0A1L9C6K3	
A0A1L9C6L9	
A0A1L9C6P0	
A0A1L9C6P7	
A0A1L9C6P8	
A0A1L9C6S6	
A0A1L9C6S9	
A0A1L9C6U3	
A0A1L9C6U5	
A0A1L9C6V7	
A0A1L9C6W4	
A0A1L9C727	
A0A1L9C733	
A0A1L9C787	
A0A1L9C794	
A0A1L9C7C2	
A0A1L9C7D3	
A0A1L9C7D5	
A0A1L9C7E1	
A0A1L9C7G2	
A0A1L9C7G8	
A0A1L9C7I4	
A0A1L9C7J6	
A0A1L9C7J8	
A0A1L9C7L3	
A0A1W6TFG2	
A0A1W6TXT0	
A0A1Y0PRK9	
A0A1Y0PSC7	
A0A1Y0PSP7	
A0A1Y0PX46	
A0A1Y0PYX9	
A0A1Y0PZC4	
A0A1Y0Q0X1	
A0A1Y0Q1Y2	
A0A1Y0Q2H3	
A0A1Y0Q5A7	
A0A1Y0Q5B5	
A0A1Y0Q5T0	
A0A1Y0Q6J4	
A0A1Y0Q7E7	
A0A1Y0QAF1	
A0A221FR80	
A0A232JHL2	
A0A249N0Z0	
A0A249N188	
A0A249N268	
A0A249N2U1	
A0A249N3F1	
A0A249N4D0	
A0A249N4E5	
A0A249N7N0	
A0A249N865	
A0A2A2XF63	
A0A2D1HGK0	
A0A2D1HLQ6	
A0A2D1HNA1	
A0A2G3ESE2	
A0A2I8JJ96	
A0A2K2IQM3	
A0A2K2IYQ5	
A0A2L1XSV0	
A0A2S4MSA7	
A0A2S4MSB0	
A0A2S4MSL1	
A0A2S4MST5	
A0A2S4MTC3	
A0A2S4MTW3	
A0A2S4MTW6	
A0A2S4MUX3	
A0A2S4MVT6	
A0A2S4MVZ4	
A0A2S4MW07	
A0A2S4MWH0	
A0A2S4MWS5	
A0A2S4MX43	
A0A2S4MX48	
A0A2S4MXM8	
A0A2S4MY18	
A0A2S4MY63	
A0A2S4MY66	
A0A2S4MYB8	
A0A2S4MYE3	
A0A2S4MYQ0	
A0A2S4MZF3	
A0A2S4N046	
A0A2S4N062	
A0A2S4N0X4	
A0A2S4N1A1	
A0A2S4N1S8	
A0A2S4N2L0	
A0A2S4N3Q4	
A0A2S4N3W2	
A0A2S8EHG0	
A0A2S8TUG1	
A0A2T7VZH9	
A0A2W0I5Q2	
A0A2W0ISL7	
A0A2W0ITA0	
A0A2W0IWE8	
A0A2W0NPM7	
A0A2W0T4A3	
A0A2W0U5L8	
A0A2W0YG69	
A0A2W0ZR09	
A0A2X3GUD7	
A0A2X3HFU8	
A0A2X3HGK1	
A0A2X3HRY5	
A0A2X3IF64	
A0A2X3IQU0	
A0A2X3IQX4	
A0A2X3IR88	
A0A2X3IUK5	
A0A2Y4XEU7	
A0A384K8E5	
A0A384K9A1	
A0A384KCS0	
A0A384KEN1	
A0A384KES1	
A0A384KG73	
A0A384KG77	
A0A384KIQ0	
A0A384KJH6	
A0A384KN81	
A0A384KQF8	
A0A384KRI4	
A0A384KRU9	
A0A384KU37	
A0A384L0X3	
A0A384L159	
A0A384L1N9	
A0A384L4I2	
A0A384L4W3	
A0A384L571	
A0A384L8I3	
A0A384L9V6	
A0A384LJ77	
A0A384LKD4	
A0A384LMI5	
A0A384LPJ8	
A0A384LPW3	
A0A384LQF0	
A0A384LQK7	
A0A399DPS6	
A0A399DRI1	
A0A399DS01	
A0A399DUG9	
A0A399DYN6	
A0A399E4K3	
A0A399E6K4	
A0A399E757	
A0A399E964	
A0A399EAK2	
A0A4Z9	Genome Annotation
A0AF17	Genome Annotation
A0AF43	Genome Annotation
A0AHG7	Genome Annotation
A0AIK3	Genome Annotation
A0AK46	Genome Annotation
A0AL98	Genome Annotation
A0ALE4	Genome Annotation
A0ALP2	Genome Annotation
A0PNL7	Genome Annotation
A0QNE2	Genome Annotation
A0QNF6	Genome Annotation
A0QNG1	Genome Annotation
A0QNG2	Genome Annotation
A0QNG7	Genome Annotation
A0QNI2	Genome Annotation
A0QNJ7	Genome Annotation
A0QP02	Genome Annotation
A0QP27	Genome Annotation
A0QP93	Genome Annotation
A0QPF7	Genome Annotation
A0QPN2	Genome Annotation
A0QQ61	Genome Annotation
A0QQB2	Genome Annotation
A0QQH1	Genome Annotation
A0QQI7	Genome Annotation
A0QR05	Genome Annotation
A0QRP3	Genome Annotation
A0QRV7	Genome Annotation
A0QS52	Genome Annotation
A0QS80	Genome Annotation
A0QSD6	Genome Annotation
A0QSD7	Genome Annotation
A0QSG6	Genome Annotation
A0QSP8	Genome Annotation
A0QSQ1	Genome Annotation
A0QSS3	Genome Annotation
A0QSU3	Genome Annotation
A0QSY1	Genome Annotation
A0QT33	Genome Annotation
A0QUA6	Genome Annotation
A0QUX6	Genome Annotation
A0QV26	Genome Annotation
A0QV37	Genome Annotation
A0QVT6	Genome Annotation
A0QVY1	Genome Annotation
A0QVY4	Genome Annotation
A0QVZ3	Genome Annotation
A0QW11	Genome Annotation
A0QWG9	Genome Annotation
A0QWQ9	Genome Annotation
A0QWR2	Genome Annotation
A0QWS9	Genome Annotation
A0QWV0	Genome Annotation
A0QYB1	Genome Annotation
A0QYE8	Genome Annotation
A0QYF6	Genome Annotation
A0QYG2	Genome Annotation
A0QYQ0	Genome Annotation
A0QYR3	Genome Annotation
A0R006	Genome Annotation
A0R012	Genome Annotation
A0R049	Genome Annotation
A0R054	Genome Annotation
A0R082	Genome Annotation
A0R0F3	Genome Annotation
A0R0W9	Genome Annotation
A0R2J4	Genome Annotation
A0R2U6	Genome Annotation
A0R2V4	Genome Annotation
A0R2X1	Genome Annotation
A0R2X3	Genome Annotation
A0R316	Genome Annotation
A0R368	Genome Annotation
A0R3C1	Genome Annotation
A0R3K5	Genome Annotation
A0R3L2	Genome Annotation
A0R3M3	Genome Annotation
A0R3M6	Genome Annotation
A0R4B3	Genome Annotation
A0R4G4	Genome Annotation
A0R4R5	Genome Annotation
A0R574	Genome Annotation
A0R582	Genome Annotation
A0R5B0	Genome Annotation
A0R5D6	Genome Annotation
A0R5R8	Genome Annotation
A0R5Z0	Genome Annotation
A0R6Z6	Genome Annotation
A0R7H5	Genome Annotation
A0R7J1	Genome Annotation
A0R7J6	Genome Annotation
A1JS01	Genome Annotation
A1JS57	Genome Annotation
A1KEI6	Genome Annotation
A1KEM3	Genome Annotation
A1KEN2	Genome Annotation
A1KEU8	Genome Annotation
A1KF76	Genome Annotation
A1KFE4	Genome Annotation
A1KFH2	Genome Annotation
A1KFH3	Genome Annotation
A1KFQ1	Genome Annotation
A1KFR2	Genome Annotation
A1KFV6	Genome Annotation
A1KG00	Genome Annotation
A1KG35	Genome Annotation
A1KG43	Genome Annotation
A1KGB4	Genome Annotation
A1KGE8	Genome Annotation
A1KGF0	Genome Annotation
A1KGG3	Genome Annotation
A1KGG5	Genome Annotation
A1KGI6	Genome Annotation
A1KGI8	Genome Annotation
A1KGJ6	Genome Annotation
A1KGL4	Genome Annotation
A1KGY5	Genome Annotation
A1KH33	Genome Annotation
A1KH91	Genome Annotation
A1KHA2	Genome Annotation
A1KHE8	Genome Annotation
A1KHE9	Genome Annotation
A1KHL8	Genome Annotation
A1KHN9	Genome Annotation
A1KHS4	Genome Annotation
A1KI95	Genome Annotation
A1KI97	Genome Annotation
A1KIM7	Genome Annotation
A1KIN7	Genome Annotation
A1KIS1	Genome Annotation
A1KJ01	Genome Annotation
A1KJ27	Genome Annotation
A1KJD0	Genome Annotation
A1KJN3	Genome Annotation
A1KJP9	Genome Annotation
A1KJR2	Genome Annotation
A1KJR4	Genome Annotation
A1KJX3	Genome Annotation
A1KKE0	Genome Annotation
A1KKH3	Genome Annotation
A1KKJ6	Genome Annotation
A1KKJ8	Genome Annotation
A1KKK8	Genome Annotation
A1KKK9	Genome Annotation
A1KKQ5	Genome Annotation
A1KL43	Genome Annotation
A1KLE1	Genome Annotation
A1KLF8	Genome Annotation
A1KLQ3	Genome Annotation
A1KLT2	Genome Annotation
A1KLV6	Genome Annotation
A1KMC6	Genome Annotation
A1KMI1	Genome Annotation
A1KMI2	Genome Annotation
A1KML3	Genome Annotation
A1KML5	Genome Annotation
A1KMM4	Genome Annotation
A1KMQ3	Genome Annotation
A1KMU5	Genome Annotation
A1KMW6	Genome Annotation
A1KNQ0	Genome Annotation
A1KP49	Genome Annotation
A1KP65	Genome Annotation
A1KPA9	Genome Annotation
A1KPC8	Genome Annotation
A1KPE4	Genome Annotation
A1KPE8	Genome Annotation
A1KPR8	Genome Annotation
A1KPS2	Genome Annotation
A1KQF8	Genome Annotation
A1KQG0	Genome Annotation
A1KQH3	Genome Annotation
A2RN46	Genome Annotation
A2T9S8	
A3M1G4	Genome Annotation
A3M8K2	Genome Annotation
A4F5N2	Genome Annotation
A4F5N9	Genome Annotation
A4F5R2	Genome Annotation
A4F5S3	Genome Annotation
A4F5S9	Genome Annotation
A4F5W8	Genome Annotation
A4F5Z4	Genome Annotation
A4F627	Genome Annotation
A4F672	Genome Annotation
A4F673	Genome Annotation
A4F696	Genome Annotation
A4F6D0	Genome Annotation
A4F6H7	Genome Annotation
A4F6I7	Genome Annotation
A4F6L2	Genome Annotation
A4F6R6	Genome Annotation
A4F6T8	Genome Annotation
A4F6U4	Genome Annotation
A4F6X7	Genome Annotation
A4F6Y5	Genome Annotation
A4F709	Genome Annotation
A4F741	Genome Annotation
A4F749	Genome Annotation
A4F761	Genome Annotation
A4F779	Genome Annotation
A4F7E0	Genome Annotation
A4F7G2	Genome Annotation
A4F7J1	Genome Annotation
A4F7L1	Genome Annotation
A4F7L3	Genome Annotation
A4F7T4	Genome Annotation
A4F7U1	Genome Annotation
A4F7V1	Genome Annotation
A4F7Y7	Genome Annotation
A4F7Z3	Genome Annotation
A4F812	Genome Annotation
A4F831	Genome Annotation
A4F834	Genome Annotation
A4F864	Genome Annotation
A4F866	Genome Annotation
A4F8H9	Genome Annotation
A4F8K1	Genome Annotation
A4F8L7	Genome Annotation
A4F8M0	Genome Annotation
A4F8N5	Genome Annotation
A4F8P2	Genome Annotation
A4F8P6	Genome Annotation
A4F8Q6	Genome Annotation
A4F8R2	Genome Annotation
A4F8W1	Genome Annotation
A4F8X2	Genome Annotation
A4F9A1	Genome Annotation
A4F9C2	Genome Annotation
A4F9D0	Genome Annotation
A4F9K3	Genome Annotation
A4F9L3	Genome Annotation
A4F9N4	Genome Annotation
A4F9P6	Genome Annotation
A4F9S0	Genome Annotation
A4F9S9	Genome Annotation
A4F9T1	Genome Annotation
A4F9U5	Genome Annotation
A4F9X1	Genome Annotation
A4FA57	Genome Annotation
A4FA64	Genome Annotation
A4FA98	Genome Annotation
A4FAC4	Genome Annotation
A4FAD7	Genome Annotation
A4FAF3	Genome Annotation
A4FAH9	Genome Annotation
A4FAK3	Genome Annotation
A4FAK6	Genome Annotation
A4FAP2	Genome Annotation
A4FAP3	Genome Annotation
A4FAT2	Genome Annotation
A4FB27	Genome Annotation
A4FBB3	Genome Annotation
A4FBC4	Genome Annotation
A4FBD3	Genome Annotation
A4FBI4	Genome Annotation
A4FBP1	Genome Annotation
A4FBQ8	Genome Annotation
A4FBR0	Genome Annotation
A4FBX6	Genome Annotation
A4FBY4	Genome Annotation
A4FC08	Genome Annotation
A4FC51	Genome Annotation
A4FCQ4	Genome Annotation
A4FCW1	Genome Annotation
A4FD29	Genome Annotation
A4FDM8	Genome Annotation
A4FDV0	Genome Annotation
A4FDV3	Genome Annotation
A4FDX2	Genome Annotation
A4FE67	Genome Annotation
A4FEJ5	Genome Annotation
A4FER8	Genome Annotation
A4FES9	Genome Annotation
A4FET2	Genome Annotation
A4FEW8	Genome Annotation
A4FF50	Genome Annotation
A4FF68	Genome Annotation
A4FF97	Genome Annotation
A4FFD6	Genome Annotation
A4FFJ7	Genome Annotation
A4FFV0	Genome Annotation
A4FG56	Genome Annotation
A4FG72	Genome Annotation
A4FGD8	Genome Annotation
A4FGG8	Genome Annotation
A4FGJ5	Genome Annotation
A4FGJ7	Genome Annotation
A4FH07	Genome Annotation
A4FH16	Genome Annotation
A4FH84	Genome Annotation
A4FHF0	Genome Annotation
A4FHI1	Genome Annotation
A4FHN5	Genome Annotation
A4FHR3	Genome Annotation
A4FHU9	Genome Annotation
A4FIF5	Genome Annotation
A4FIQ4	Genome Annotation
A4FIR1	Genome Annotation
A4FJJ5	Genome Annotation
A4FJU5	Genome Annotation
A4FK75	Genome Annotation
A4FKG8	Genome Annotation
A4FKH5	Genome Annotation
A4FKK6	Genome Annotation
A4FKK9	Genome Annotation
A4FKM7	Genome Annotation
A4FKN3	Genome Annotation
A4FKU9	Genome Annotation
A4FKW8	Genome Annotation
A4FKX2	Genome Annotation
A4FKX6	Genome Annotation
A4FL79	Genome Annotation
A4FLD8	Genome Annotation
A4FLI8	Genome Annotation
A4FLP4	Genome Annotation
A4FLT1	Genome Annotation
A4FLT9	Genome Annotation
A4FLU1	Genome Annotation
A4FLU4	Genome Annotation
A4FM34	Genome Annotation
A4FM62	Genome Annotation
A4FMD6	Genome Annotation
A4FME7	Genome Annotation
A4FMF1	Genome Annotation
A4FMJ9	Genome Annotation
A4FML6	Genome Annotation
A4FMN8	Genome Annotation
A4FMQ3	Genome Annotation
A4FMQ5	Genome Annotation
A4FMR9	Genome Annotation
A4FMU4	Genome Annotation
A4FMU5	Genome Annotation
A4FMY9	Genome Annotation
A4FN01	Genome Annotation
A4FN27	Genome Annotation
A4FN29	Genome Annotation
A4FN31	Genome Annotation
A4FN42	Genome Annotation
A4FN70	Genome Annotation
A4FN85	Genome Annotation
A4FNA3	Genome Annotation
A4FNB7	Genome Annotation
A4FND0	Genome Annotation
A4FNH5	Genome Annotation
A4FNI7	Genome Annotation
A4FNJ6	Genome Annotation
A4FNK4	Genome Annotation
A4FNL5	Genome Annotation
A4FNN8	Genome Annotation
A4FNQ9	Genome Annotation
A4FNX4	Genome Annotation
A4FP30	Genome Annotation
A4FP45	Genome Annotation
A4FP58	Genome Annotation
A4FP59	Genome Annotation
A4FP81	Genome Annotation
A4FP82	Genome Annotation
A4FP99	Genome Annotation
A4FPA4	Genome Annotation
A4FPA5	Genome Annotation
A4FPA6	Genome Annotation
A4FPC7	Genome Annotation
A4FPD9	Genome Annotation
A4FPI2	Genome Annotation
A4FPJ2	Genome Annotation
A4FPL9	Genome Annotation
A4FPM0	Genome Annotation
A4FPM6	Genome Annotation
A4FPM7	Genome Annotation
A4FPQ5	Genome Annotation
A4FPS4	Genome Annotation
A4FPS6	Genome Annotation
A4FPT8	Genome Annotation
A4FPT9	Genome Annotation
A4FPW7	Genome Annotation
A4FPX2	Genome Annotation
A4FPY3	Genome Annotation
A4FQ00	Genome Annotation
A4FQ07	Genome Annotation
A4FQ59	Genome Annotation
A4FQ74	Genome Annotation
A4FQE0	Genome Annotation
A4FQE1	Genome Annotation
A4FQF3	Genome Annotation
A4FQL5	Genome Annotation
A4FQP3	Genome Annotation
A4FQQ3	Genome Annotation
A4FQV0	Genome Annotation
A4FQV7	Genome Annotation
A4FR03	Genome Annotation
A4FR20	Genome Annotation
A4FR32	Genome Annotation
A4FR37	Genome Annotation
A4FR43	Genome Annotation
A4FR48	Genome Annotation
A4FR54	Genome Annotation
A4FR66	Genome Annotation
A4GZC4	
A4VUK1	Genome Annotation
A4VYN7	Genome Annotation
A4VYQ9	Genome Annotation
A4VZM2	Genome Annotation
A4VZZ3	Genome Annotation
A4W6D5	Genome Annotation
A5A547	Genome Annotation
A5A6E0	Genome Annotation
A5A6E1	Genome Annotation
A5F2R1	Genome Annotation
A5F2S8	Genome Annotation
A5F5X0	Genome Annotation
