Protein	MSA ID
B1XIX5	N/A
B1XIY4	N/A
B1XIZ9	N/A
B1XJ00	N/A
B1XJ06	N/A
B1XJ17	N/A
B1XJ56	N/A
B1XJ57	N/A
B1XJ60	N/A
B1XJC1	N/A
B1XJE1	N/A
B1XJG5	N/A
B1XJH2	N/A
B1XJH3	N/A
B1XJI0	N/A
B1XJI9	N/A
B1XJJ0	N/A
B1XJJ1	N/A
B1XJN0	N/A
B1XJQ7	N/A
B1XJR5	N/A
B1XJV1	N/A
B1XJV4	N/A
B1XJZ4	N/A
B1XK04	N/A
B1XK65	N/A
B1XK76	N/A
B1XK81	N/A
B1XK88	N/A
B1XKC7	N/A
B1XKC9	N/A
B1XKD0	N/A
B1XKD3	N/A
B1XKD5	N/A
B1XKE5	N/A
B1XKF4	N/A
B1XKJ1	N/A
B1XKJ2	N/A
B1XKK0	N/A
B1XKK6	N/A
B1XKL1	N/A
B1XKL6	N/A
B1XKL7	N/A
B1XKM6	N/A
B1XKQ7	N/A
B1XKR6	N/A
B1XKS1	N/A
B1XKU7	N/A
B1XKV1	N/A
B1XKZ7	N/A
B1XL10	N/A
B1XL15	N/A
B1XL17	N/A
B1XL18	N/A
B1XL22	N/A
B1XL29	N/A
B1XL42	N/A
B1XL66	N/A
B1XLA1	N/A
B1XLA3	N/A
B1XLC0	N/A
B1XLC6	N/A
B1XLD2	N/A
B1XLD5	N/A
B1XLE2	N/A
B1XLF2	N/A
B1XLF8	N/A
B1XLH5	N/A
B1XLK6	N/A
B1XLN4	N/A
B1XLP9	N/A
B1XLQ7	N/A
B1XLT0	N/A
B1XLU9	N/A
B1XLZ0	N/A
B1XLZ3	N/A
B1XLZ7	N/A
B1XM06	N/A
B1XM21	N/A
B1XM32	N/A
B1XM44	N/A
B1XM45	N/A
B1XM81	N/A
B1XM95	N/A
B1XMD0	N/A
B1XMF0	N/A
B1XMF3	N/A
B1XMF7	N/A
B1XMG6	N/A
B1XMJ1	N/A
B1XMJ8	N/A
B1XML7	N/A
B1XMR4	N/A
B1XMS4	N/A
B1XMS5	N/A
B1XMT9	N/A
B1XMV9	N/A
B1XMW3	N/A
B1XMW4	N/A
B1XMW7	N/A
B1XMY8	N/A
B1XN08	N/A
B1XN10	N/A
B1XN11	N/A
B1XN19	N/A
B1XN27	N/A
B1XN32	N/A
B1XN36	N/A
B1XN39	N/A
B1XN41	N/A
B1XN46	N/A
B1XN61	N/A
B1XN69	N/A
B1XN71	N/A
B1XN87	N/A
B1XN94	N/A
B1XN95	N/A
B1XNA5	N/A
B1XNB5	N/A
B1XNH1	N/A
B1XNH3	N/A
B1XNI7	N/A
B1XNJ2	N/A
B1XNM4	N/A
B1XNP2	N/A
B1XNQ8	N/A
B1XNR2	N/A
B1XNS5	N/A
B1XNV2	N/A
B1XNY5	N/A
B1XNY8	N/A
B1XP01	N/A
B1XP17	N/A
B1XP36	N/A
B1XP38	N/A
B1XP53	N/A
B1XP61	N/A
B1XP71	N/A
B1XP78	N/A
B1XP79	N/A
B1XP80	N/A
B1XP90	N/A
B1XP95	N/A
B1XPA6	N/A
B1XPA7	N/A
B1XPB6	N/A
B1XPC5	N/A
B1XPD4	N/A
B1XPE2	N/A
B1XPE7	N/A
B1XPF4	N/A
B1XPG7	N/A
B1XPK2	N/A
B1XPK3	N/A
B1XPP4	N/A
B1XPU9	N/A
B1XPV1	N/A
B1XPX6	N/A
B1XPX8	N/A
B1XQ64	N/A
B1XQ68	N/A
B1XQ75	N/A
B1XQ85	N/A
B1XQ92	N/A
B1XQA7	N/A
B1XQB2	N/A
B1XQE5	N/A
B1XQF1	N/A
B1XQF2	N/A
B1XQF6	N/A
B1XQG3	N/A
B1XQG5	N/A
B1XQG8	N/A
B1XQJ2	N/A
B1XQL7	N/A
B1XQM2	N/A
B1XQP1	N/A
B1XQQ7	N/A
B1XQQ9	N/A
B1XQR5	N/A
B1XQS4	N/A
B1XQV0	N/A
B1XQW1	N/A
B1XQX2	N/A
B1XQX5	N/A
B1XQZ6	N/A
B1XR00	N/A
B1XR14	N/A
B1XR17	N/A
B1XR21	N/A
B1XR22	N/A
B1XR35	N/A
B1XR40	N/A
B1XR47	N/A
B1XR72	N/A
B1XR86	N/A
B1XRA0	N/A
B1XRC9	N/A
B1XRD7	N/A
B1XRI4	N/A
B1XRL8	N/A
B1XRQ5	N/A
B1XRQ6	N/A
B2S753	N/A
B2SB45	N/A
B3GZ21	N/A
B3KLX4	MSA0802
B5F6V5	N/A
B5XYF7	MSA0183
B5XZ79	MSA0980
B5Y275	MSA0499
B5Y2E4	MSA0497
B7LRJ8	N/A
B7MDM9	N/A
B7SCE5	N/A
B7UM99	N/A
B7UR12	N/A
B8DE07	N/A
B8GZM2	N/A
C0H3R1	N/A
C0H3T5	N/A
C0H3T6	N/A
C0H3V2	MSA1089
C0H423	MSA0913
C0H440	N/A
C0H445	N/A
C0H461	N/A
C0LZQ0	N/A
C0SP85	MSA1099
C0SP93	MSA0466
C0SPB6	MSA0411
C0SPB8	MSA0677
C1KVC0	N/A
C1KW86	N/A
C1KX21	N/A
C1KYE1	N/A
C1KYI2	N/A
C1KYU1	N/A
C1KZK7	N/A
C3W947	N/A
C5BGM2	MSA0064
C8T007	N/A
C8UMQ9	N/A
D0WT66	N/A
D0WX67	N/A
D0WZ14	N/A
D0X0H0	N/A
D0X3A8	N/A
D0X4G1	N/A
D0ZV89	N/A
D2BKU3	N/A
D2BKU8	N/A
D2BKY7	N/A
D2BKZ2	N/A
D2BLI2	N/A
D2BM73	N/A
D2BMX4	N/A
D2BNL6	N/A
D2BNM4	N/A
D2BNR6	N/A
D2BP55	N/A
D2BQ68	N/A
D2BRC3	N/A
D4GUJ7	MSA0583
D4GYZ1	MSA0416
D4H071	MSA0853
D5E6P6	N/A
D5E6P9	MSA0170
D5E6Y5	MSA0940
D5E7U0	N/A
D5E895	MSA0797
D5E8U2	N/A
D5E9H2	MSA0682
D5E9V6	MSA0445
D5E9V9	N/A
D5E9Y3	MSA1105
D5EAE2	MSA0804
D5EB50	MSA0380
D5EBE9	MSA0038
D5EBU5	MSA0945
D5EBX8	N/A
E2JA29	N/A
F2Z5W8	N/A
F2Z5Y7	MSA0682
F2Z5Z2	N/A
F2Z692	N/A
F2Z698	N/A
F2Z6D2	N/A
F2Z6F6	MSA0713
F2Z6G3	MSA0213
F6KV61	N/A
F6KV62	N/A
G2K046	N/A
G2K047	N/A
G3XD28	MSA1109
G3XD31	N/A
G3XD71	N/A
G5EB01	MSA0467
I6WXK4	MSA0924
I6WYU2	MSA0629
I6WZ58	N/A
I6WZG6	MSA0722
I6WZI4	N/A
I6WZK7	N/A
I6WZM9	N/A
I6WZS4	MSA0936
I6X540	MSA0341
I6X5C9	MSA0148
I6X5I7	N/A
I6X5T4	MSA1086
I6X6H8	N/A
I6X7G4	N/A
I6X7W8	N/A
I6X827	MSA0642
I6X8D2	N/A
I6X961	N/A
I6XF31	N/A
I6XF52	N/A
I6XF60	N/A
I6XHG6	N/A
I6XVZ6	N/A
I6XW38	N/A
I6XWB9	N/A
I6XZC4	MSA0504
I6Y1H7	N/A
I6Y231	N/A
I6Y242	N/A
I6Y2E2	MSA0846
I6Y2G3	MSA0023
I6Y2I9	MSA0921
I6Y3S9	MSA0504
I6Y3V3	MSA0953
I6Y4D2	MSA0492
I6Y4U9	MSA0961
I6Y4V2	N/A
I6Y748	MSA0269
I6Y778	N/A
I6Y7V6	MSA0230
I6Y897	N/A
I6Y9K2	MSA0739
I6Y9Q3	MSA0261
I6YA03	MSA0502
I6YA17	N/A
I6YA29	N/A
I6YAV3	N/A
I6YC91	N/A
I6YDN6	N/A
I6YF40	MSA0910
I6YG87	N/A
I6YHB0	N/A
I7FGY5	N/A
J9R0U7	N/A
K1VPX5	N/A
K1VZL1	N/A
K1W040	N/A
K1W0W3	N/A
K1W2U9	N/A
K1W772	N/A
K1W7L7	N/A
K1WFA9	N/A
K1WPM3	N/A
K1WR40	N/A
K1WSH3	N/A
K1X2U2	N/A
K1XE41	N/A
K1XG38	N/A
K4PDN9	N/A
L0T2Z1	MSA0182
L0T905	N/A
L0TFC2	N/A
L7N653	N/A
L7N657	MSA0964
L7N663	MSA0662
L7N664	MSA0347
L7N668	N/A
L7N673	N/A
L7N675	N/A
L7N686	N/A
L7N690	MSA0662
L7N6A4	MSA0988
L7N6B0	MSA0661
L9UQ37	N/A
N1UKI7	N/A
O05223	N/A
O05236	MSA0682
O05251	MSA1082
O05268	MSA0329
O05310	N/A
O05312	N/A
O05389	N/A
O05410	N/A
O05436	N/A
O05442	N/A
O05450	N/A
O05456	MSA0304
O05495	N/A
O05518	MSA0352
O05519	MSA0326
O05520	MSA0227
O05521	MSA0919
O05582	N/A
O05634	MSA0660
O05640	MSA0192
O05641	MSA0072
O05771	N/A
O05773	MSA0813
O05777	N/A
O05780	N/A
O05823	N/A
O05828	N/A
O05853	N/A
O05855	MSA0340
O05877	MSA0916
O05981	MSA0870
O05982	MSA0531
O06137	MSA0542
O06159	MSA0339
O06170	N/A
O06194	MSA0802
O06218	N/A
O06243	N/A
O06263	N/A
O06278	N/A
O06311	N/A
O06396	N/A
O06403	N/A
O06404	N/A
O06457	MSA0017
O06476	MSA0326
O06491	MSA0109
O06492	MSA0447
O06538	MSA0419
O06597	N/A
O06604	N/A
O06611	N/A
O06614	N/A
O06802	MSA1034
O06807	N/A
O06825	N/A
O06925	N/A
O06974	MSA0268
O06976	MSA0803
O07012	MSA0788
O07021	MSA0545
O07180	N/A
O07181	N/A
O07196	N/A
O07198	N/A
O07227	N/A
O07235	N/A
O07239	N/A
O07255	MSA0298
O07406	MSA0208
O07411	MSA0230
O07416	N/A
O07419	N/A
O07422	N/A
O07521	MSA1025
O07542	MSA1040
O07584	MSA0156
O07596	N/A
O07634	N/A
O07636	N/A
O07678	N/A
O07717	N/A
O07720	MSA0328
O07728	MSA0627
O07806	MSA0998
O07809	MSA0156
O07853	MSA0360
O08309	MSA0315
O08314	MSA0244
O08335	N/A
O08357	MSA0030
O08359	MSA0310
O08394	N/A
O24862	MSA1024
O24870	N/A
O24875	MSA0361
O24895	N/A
O24900	N/A
O24904	N/A
O24911	N/A
O24916	MSA0237
O24922	MSA0509
O24934	N/A
O24974	N/A
O24978	MSA0730
O25008	MSA0532
O25029	MSA0340
O25032	MSA1068
O25047	N/A
O25058	N/A
O25066	N/A
O25068	N/A
O25121	N/A
O25125	N/A
O25130	MSA0273
O25164	N/A
O25170	N/A
O25176	MSA0555
O25196	N/A
O25214	N/A
O25235	MSA0316
O25247	N/A
O25252	N/A
O25273	N/A
O25284	MSA0222
O25298	MSA0440
O25308	N/A
O25330	N/A
O25395	MSA1095
O25396	MSA0259
O25400	MSA0838
O25402	MSA0102
O25436	MSA0054
O25461	N/A
O25466	MSA0229
O25500	MSA1005
O25510	MSA0845
O25526	MSA0734
O25547	N/A
O25553	N/A
O25595	N/A
O25610	MSA0374
O25616	N/A
O25661	N/A
O25664	N/A
O25672	N/A
O25695	N/A
O25752	N/A
O25806	N/A
O25819	MSA0541
O25852	N/A
O25879	MSA0153
O25953	N/A
O26013	N/A
O26019	MSA0746
O26037	N/A
O26046	N/A
O26058	N/A
O26090	MSA0755
O26094	MSA0223
O26098	MSA0653
O26103	MSA0822
O28471	MSA0741
O30245	MSA0320
O30409	N/A
O31149	N/A
O31447	N/A
O31458	MSA0255
O31462	MSA0482
O31487	N/A
O31489	MSA0875
O31501	MSA0485
O31509	MSA0168
O31540	MSA0439
O31541	MSA0778
O31544	N/A
O31556	N/A
O31567	MSA0400
O31587	MSA0151
O31592	MSA0778
O31605	MSA0554
O31609	MSA1063
O31611	MSA0922
O31612	MSA0047
O31618	MSA0834
O31622	N/A
O31629	MSA0680
O31644	N/A
O31645	N/A
O31646	MSA0666
O31657	N/A
O31662	MSA0134
O31663	MSA1100
O31666	MSA0781
O31669	MSA0759
O31672	MSA0778
O31673	MSA0361
O31684	MSA1101
O31691	N/A
O31716	MSA0326
O31717	MSA0795
O31741	MSA0242
O31749	MSA0349
O31760	MSA0391
O31761	MSA0877
O31768	N/A
O31771	N/A
O31774	N/A
O31777	MSA0111
O31782	N/A
O31856	N/A
O31875	N/A
O31892	N/A
O31903	MSA0397
O31912	N/A
O31962	N/A
O31989	N/A
O31993	N/A
O32022	N/A
O32033	MSA0379
O32038	MSA0125
O32039	MSA0091
O32049	N/A
O32052	MSA0784
O32053	MSA0244
O32076	MSA0907
O32082	N/A
O32104	MSA0600
O32113	MSA0228
O32119	MSA0437
O32129	MSA0233
O32132	MSA1010
O32144	MSA0685
O32151	MSA1047
O32157	MSA0888
O32162	N/A
O32163	MSA0477
O32164	MSA0342
O32165	N/A
O32169	MSA0543
O32173	N/A
O32175	MSA0634
O32178	N/A
O32213	MSA0110
O32222	MSA0805
O32224	MSA0564
O32231	MSA0369
O32259	N/A
O32264	MSA0509
O32294	N/A
O32504	N/A
O32712	N/A
O32723	N/A
O33198	MSA1097
O33206	MSA0426
O33237	N/A
O33263	MSA0504
O33289	MSA0594
O33298	MSA0214
O33329	N/A
O33332	MSA0135
O33361	MSA0627
O33600	MSA0282
O33618	N/A
O33749	N/A
O33768	MSA0331
O33770	MSA0055
O33775	MSA0099
O33780	MSA0124
O34094	N/A
O34153	N/A
O34154	MSA0368
O34206	N/A
O34303	N/A
O34324	MSA0595
O34325	N/A
O34328	MSA0146
O34334	MSA0915
O34338	MSA0537
O34347	MSA0097
O34384	MSA0912
O34410	N/A
O34425	MSA0043
O34443	MSA0336
O34445	MSA0638
O34447	MSA0493
O34486	N/A
O34499	MSA0950
O34507	N/A
O34512	MSA0326
O34513	MSA0615
O34529	MSA0157
O34530	MSA0552
O34536	MSA0305
O34542	MSA0903
O34549	N/A
O34588	MSA1091
O34591	MSA0015
O34618	MSA0535
O34633	N/A
O34647	MSA0637
O34660	MSA0497
O34687	MSA0239
O34709	MSA0677
O34714	MSA0863
O34722	N/A
O34751	MSA0658
O34759	N/A
O34760	MSA0328
O34764	MSA0840
O34788	MSA0517
O34795	N/A
O34810	N/A
O34812	MSA0862
O34824	MSA0533
O34832	MSA0398
O34833	MSA1049
O34859	MSA0604
O34860	N/A
O34863	MSA0131
O34872	MSA0215
O34904	N/A
O34909	MSA0494
O34924	MSA0625
O34948	MSA0848
O34949	MSA0778
O34962	MSA0210
O34967	MSA0190
O34968	N/A
O34979	MSA0544
O34981	MSA0869
O35004	MSA0679
O35019	MSA1098
O35033	MSA0303
O50147	N/A
O50397	MSA0467
O50416	MSA0278
O50431	N/A
O50432	N/A
O50464	N/A
O50508	N/A
O50515	N/A
O52631	MSA0043
O52632	MSA0092
O52982	N/A
O53083	N/A
O53148	MSA0710
O53154	MSA0271
O53165	N/A
O53181	N/A
O53203	MSA0975
O53213	N/A
O53298	N/A
O53310	N/A
O53321	MSA0906
O53329	MSA0629
O53343	MSA0427
O53346	N/A
O53353	N/A
O53360	MSA0533
O53362	N/A
O53399	N/A
O53406	MSA0230
O53417	MSA1076
O53469	N/A
O53493	N/A
O53509	N/A
O53512	MSA0996
O53521	MSA0501
O53531	N/A
O53532	N/A
O53547	MSA0504
O53564	N/A
O53578	MSA1096
O53579	N/A
O53580	MSA0230
O53598	MSA0779
O53611	N/A
O53622	MSA0906
O53641	N/A
O53672	N/A
O53673	MSA0051
O53718	N/A
O53777	N/A
O53789	N/A
O53834	N/A
O53842	N/A
O53857	N/A
O53858	N/A
O53900	N/A
O53901	N/A
O53977	N/A
O54130	N/A
O58655	N/A
O65934	N/A
O68970	N/A
O68973	N/A
O69250	N/A
O69289	MSA0308
O69637	N/A
O69654	N/A
O69659	N/A
O69670	MSA0088
O69684	N/A
O69690	N/A
O69695	N/A
O69722	MSA0561
O69850	N/A
O69879	N/A
O69896	N/A
O86312	N/A
O86320	N/A
O86340	N/A
O86351	N/A
O86365	MSA1027
O86517	N/A
O86525	N/A
O86560	N/A
O86575	N/A
O86637	N/A
O86716	N/A
O86757	N/A
O86775	N/A
O87527	N/A
O88017	N/A
O88038	N/A
O88060	N/A
O93774	MSA1007
P00350	N/A
P00363	N/A
P00370	N/A
P00448	N/A
P00509	N/A
P00550	N/A
P00562	N/A
P00579	N/A
P00582	N/A
P00634	N/A
P00811	N/A
P00864	N/A
P00909	N/A
P00936	N/A
P00946	N/A
P00954	N/A
P00956	N/A
P00959	N/A
P00961	N/A
P00968	N/A
P02344	MSA0465
P02359	N/A
P02394	MSA0171
P02903	N/A
P02925	N/A
P02931	N/A
P02968	MSA0621
P02974	N/A
P03018	N/A
P03030	N/A
P03943	N/A
P03944	N/A
P04036	N/A
P04042	MSA0881
P04079	N/A
P04805	N/A
P04831	N/A
P04832	N/A
P04951	N/A
P04969	MSA0074
P04990	MSA0332
P05052	N/A
P05055	N/A
P05429	N/A
P05431	N/A
P05459	N/A
P05645	MSA0317
P05651	MSA0569
P05652	MSA0140
P05653	MSA0141
P05654	MSA0359
P05793	N/A
P06224	MSA0377
P06533	MSA0637
P06534	N/A
P06535	N/A
P06612	N/A
P06616	N/A
P06628	N/A
P06959	N/A
P06999	N/A
P07003	N/A
P07012	N/A
P07343	MSA0084
P07363	N/A
P07515	MSA0803
P07639	N/A
P07650	N/A
P07784	N/A
P07789	N/A
P08065	MSA0510
P08066	MSA0321
P08164	MSA0123
P08178	N/A
P08192	N/A
P08200	N/A
P08312	N/A
P08400	N/A
P08506	N/A
P08821	MSA0465
P08838	MSA0522
P08839	N/A
P08874	MSA0826
P08877	MSA0803
P08997	N/A
P09030	N/A
P09120	N/A
P09124	MSA0043
P09152	N/A
P09169	N/A
P09190	N/A
P09193	N/A
P09323	N/A
P09339	MSA0508
P09373	N/A
P09384	N/A
P09546	N/A
P09819	MSA0836
P09835	N/A
P09924	MSA0206
P0A0D6	N/A
P0A0E0	N/A
P0A0E3	N/A
P0A0Q7	MSA0707
P0A252	N/A
P0A2D5	N/A
P0A2D9	MSA1048
P0A2W5	N/A
P0A2Z0	MSA0443
P0A345	N/A
P0A3B4	N/A
P0A3E6	N/A
P0A3F4	N/A
P0A3H5	N/A
P0A435	N/A
P0A438	N/A
P0A439	MSA0803
P0A485	N/A
P0A491	N/A
P0A4D1	N/A
P0A4D2	N/A
P0A4P8	N/A
P0A4Q8	N/A
P0A4S0	N/A
P0A5B8	N/A
P0A5C0	N/A
P0A5S5	N/A
P0A6A3	N/A
P0A6A5	N/A
P0A6A8	N/A
P0A6B0	N/A
P0A6B7	N/A
P0A6D7	N/A
P0A6E4	N/A
P0A6F3	N/A
P0A6F4	N/A
P0A6F5	N/A
P0A6F7	N/A
P0A6F8	N/A
P0A6F9	N/A
P0A6G1	N/A
P0A6G2	N/A
P0A6G3	N/A
P0A6G9	N/A
P0A6H1	N/A
P0A6H4	N/A
P0A6H5	N/A
P0A6H6	N/A
P0A6H7	N/A
P0A6I0	N/A
P0A6J5	N/A
P0A6K6	N/A
P0A6L0	N/A
P0A6M8	N/A
P0A6N0	N/A
P0A6N3	N/A
P0A6N4	N/A
P0A6N6	N/A
P0A6N7	N/A
P0A6N8	N/A
P0A6P1	N/A
P0A6P3	N/A
P0A6P5	N/A
P0A6P7	N/A
P0A6P9	N/A
P0A6Q1	N/A
P0A6Q2	N/A
P0A6Q3	N/A
P0A6T1	N/A
P0A6T2	N/A
P0A6T3	N/A
P0A6T5	N/A
P0A6T8	N/A
P0A6T9	N/A
P0A6U2	N/A
P0A6V3	N/A
P0A6V4	N/A
P0A6V5	N/A
P0A6W7	N/A
P0A6W9	N/A
P0A6X3	N/A
P0A6X7	N/A
P0A6Y1	N/A
P0A6Y3	N/A
P0A6Y8	N/A
P0A6Z0	N/A
P0A6Z3	N/A
P0A6Z5	N/A
P0A6Z9	N/A
P0A705	N/A
P0A706	N/A
P0A707	N/A
P0A709	N/A
P0A717	N/A
P0A719	N/A
P0A722	N/A
P0A734	N/A
P0A745	N/A
P0A746	N/A
P0A759	N/A
P0A761	N/A
P0A763	N/A
P0A764	N/A
P0A769	N/A
P0A771	N/A
P0A783	N/A
P0A796	N/A
P0A797	N/A
P0A799	N/A
P0A7A9	N/A
P0A7B0	N/A
P0A7B5	N/A
P0A7C6	N/A
P0A7C7	N/A
P0A7D4	N/A
P0A7D9	N/A
P0A7E5	N/A
P0A7E8	N/A
P0A7F3	N/A
P0A7F8	N/A
P0A7G2	N/A
P0A7G6	N/A
P0A7G8	N/A
P0A7G9	N/A
P0A7I0	N/A
P0A7I3	N/A
P0A7I4	N/A
P0A7I9	N/A
P0A7J3	N/A
P0A7K2	N/A
P0A7K6	N/A
P0A7K9	N/A
P0A7L0	N/A
P0A7L5	N/A
P0A7L8	N/A
P0A7M2	N/A
P0A7M6	N/A
P0A7M9	N/A
P0A7N0	N/A
P0A7N1	N/A
P0A7N3	N/A
P0A7N4	N/A
P0A7N5	N/A
P0A7N8	N/A
P0A7P1	N/A
P0A7P4	N/A
P0A7R1	N/A
P0A7R7	N/A
P0A7R9	N/A
P0A7S2	N/A
P0A7S3	N/A
P0A7S8	N/A
P0A7S9	N/A
P0A7T3	N/A
P0A7T5	N/A
P0A7T6	N/A
P0A7T7	N/A
P0A7T9	N/A
P0A7U2	N/A
P0A7U3	N/A
P0A7U6	N/A
P0A7V0	N/A
P0A7V3	N/A
P0A7V8	N/A
P0A7W1	N/A
P0A7W6	N/A
P0A7W7	N/A
P0A7X3	N/A
P0A7X5	N/A
P0A7Y0	N/A
P0A7Z0	N/A
P0A7Z2	N/A
P0A7Z4	N/A
P0A7Z6	N/A
P0A7Z9	N/A
P0A805	N/A
P0A807	N/A
P0A808	N/A
P0A812	N/A
P0A817	N/A
P0A825	N/A
P0A827	N/A
P0A836	N/A
P0A838	N/A
P0A839	N/A
P0A850	N/A
P0A851	N/A
P0A853	N/A
P0A858	N/A
P0A861	N/A
P0A862	N/A
P0A867	N/A
P0A870	N/A
P0A871	N/A
P0A872	N/A
P0A877	N/A
P0A883	N/A
P0A889	N/A
P0A894	N/A
P0A8A0	N/A
P0A8A6	N/A
P0A8B5	N/A
P0A8C4	N/A
P0A8C6	N/A
P0A8C7	N/A
P0A8E1	N/A
P0A8E7	N/A
P0A8F2	N/A
P0A8F3	N/A
P0A8F4	N/A
P0A8F7	N/A
P0A8G6	N/A
P0A8G8	N/A
P0A8I4	N/A
P0A8J4	N/A
P0A8J7	N/A
P0A8L3	N/A
P0A8M0	N/A
P0A8M3	N/A
P0A8M5	N/A
P0A8M6	N/A
P0A8N3	N/A
P0A8N5	N/A
P0A8P4	N/A
P0A8R3	N/A
P0A8R6	N/A
P0A8T7	N/A
P0A8T8	N/A
P0A8T9	N/A
P0A8U5	N/A
P0A8U9	N/A
P0A8V2	N/A
P0A8V4	N/A
P0A8V5	N/A
P0A8V6	N/A
P0A8Y3	N/A
P0A8Y5	N/A
P0A8Y7	N/A
P0A8Z9	N/A
P0A904	N/A
P0A909	N/A
P0A910	N/A
P0A911	N/A
P0A912	N/A
P0A915	N/A
P0A916	N/A
P0A917	N/A
P0A920	N/A
P0A929	N/A
P0A949	N/A
P0A953	N/A
P0A955	N/A
P0A961	N/A
P0A972	N/A
P0A978	N/A
P0A991	N/A
P0A993	N/A
P0A995	N/A
P0A998	N/A
P0A9A2	N/A
P0A9A6	N/A
P0A9A8	N/A
P0A9A9	N/A
P0A9B1	N/A
P0A9B2	N/A
P0A9B4	N/A
P0A9B5	N/A
P0A9C0	N/A
P0A9C3	N/A
P0A9C5	N/A
P0A9C7	N/A
P0A9C8	N/A
P0A9D2	N/A
P0A9D8	N/A
P0A9F5	N/A
P0A9G6	N/A
P0A9H1	N/A
P0A9H9	N/A
P0A9J3	N/A
P0A9J6	N/A
P0A9J8	N/A
P0A9K3	N/A
P0A9K5	N/A
P0A9K6	N/A
P0A9K7	N/A
P0A9L3	N/A
P0A9M0	N/A
P0A9M2	N/A
P0A9M5	N/A
P0A9M6	N/A
P0A9M8	N/A
P0A9M9	N/A
P0A9N7	N/A
P0A9P0	N/A
P0A9P2	N/A
P0A9P3	N/A
P0A9Q1	N/A
P0A9Q7	N/A
P0A9Q8	N/A
P0A9Q9	N/A
P0A9R4	N/A
P0A9S3	N/A
P0A9T0	N/A
P0A9T3	N/A
P0A9U3	N/A
P0A9V4	N/A
P0A9W3	N/A
P0A9W5	N/A
P0A9X1	N/A
P0A9X4	N/A
P0A9X9	N/A
P0A9Y6	N/A
P0A9Z1	N/A
P0A9Z3	N/A
P0A9Z6	N/A
P0AA04	N/A
P0AA06	N/A
P0AA10	N/A
P0AA12	N/A
P0AA15	N/A
P0AA16	N/A
P0AA18	N/A
P0AA21	N/A
P0AA25	N/A
P0AA48	N/A
P0AAB6	N/A
P0AAB8	N/A
P0AAB9	N/A
P0AAC0	N/A
P0AAC2	N/A
P0AAC3	N/A
P0AAF9	N/A
P0AAG8	N/A
P0AAG9	N/A
P0AAI8	N/A
P0AAI9	N/A
P0AAJ7	N/A
P0AAL8	N/A
P0AAN3	N/A
P0AAP0	N/A
P0AAQ4	N/A
P0AAQ5	N/A
P0AAQ9	N/A
P0AAS1	N/A
P0AAT5	N/A
P0AAT9	N/A
P0AAU2	N/A
P0AAU3	N/A
P0AB14	N/A
P0AB18	N/A
P0AB43	N/A
P0AB52	N/A
P0AB54	N/A
P0AB69	N/A
P0AB70	N/A
P0AB71	N/A
P0AB72	N/A
P0AB73	N/A
P0AB79	N/A
P0AB80	N/A
P0AB88	N/A
P0AB89	N/A
P0AB92	N/A
P0ABA0	N/A
P0ABA8	N/A
P0ABB0	N/A
P0ABB2	N/A
P0ABB3	N/A
P0ABB4	N/A
P0ABB6	N/A
P0ABB7	N/A
P0ABB8	N/A
P0ABD5	N/A
P0ABD7	N/A
P0ABD8	N/A
P0ABE0	N/A
P0ABF6	N/A
P0ABH0	N/A
P0ABH2	N/A
P0ABH3	N/A
P0ABH7	N/A
P0ABH8	N/A
P0ABJ1	N/A
P0ABJ9	N/A
P0ABK1	N/A
P0ABK4	N/A
P0ABK5	N/A
P0ABP8	N/A
P0ABQ4	N/A
P0ABR3	N/A
P0ABT0	N/A
P0ABT2	N/A
P0ABT3	N/A
P0ABT4	N/A
P0ABU2	N/A
P0ABU4	N/A
P0ABU5	N/A
P0ABX2	N/A
P0ABZ8	N/A
P0AC13	N/A
P0AC15	N/A
P0AC33	N/A
P0AC38	N/A
P0AC40	N/A
P0AC41	N/A
P0AC47	N/A
P0AC50	N/A
P0AC55	N/A
P0AC59	N/A
P0AC62	N/A
P0AC69	N/A
P0AC81	N/A
P0AC87	N/A
P0AC90	N/A
P0AC91	N/A
P0ACA3	N/A
P0ACA5	N/A
P0ACB3	N/A
P0ACB4	N/A
P0ACB9	N/A
P0ACC2	N/A
P0ACC3	N/A
P0ACD6	N/A
P0ACD7	N/A
P0ACD8	N/A
P0ACE2	N/A
P0ACE5	N/A
P0ACE6	N/A
P0ACE7	N/A
P0ACF0	N/A
P0ACF4	N/A
P0ACF8	N/A
P0ACG0	N/A
P0ACG1	N/A
P0ACG3	N/A
P0ACI9	N/A
P0ACJ0	N/A
P0ACK9	N/A
P0ACL4	N/A
P0ACL8	N/A
P0ACN4	N/A
P0ACP3	N/A
P0ACP8	N/A
P0ACS1	N/A
P0ACW7	N/A
P0ACZ3	N/A
P0ACZ4	N/A
P0ACZ7	N/A
P0AD23	N/A
P0AD24	N/A
P0AD59	N/A
P0AD61	N/A
P0AD62	N/A
P0ADB1	N/A
P0ADB7	N/A
P0ADC5	N/A
P0ADE6	N/A
P0ADE9	N/A
P0ADG7	N/A
P0ADG8	N/A
P0ADI4	N/A
P0ADN2	N/A
P0ADN4	N/A
P0ADN5	N/A
P0ADQ7	N/A
P0ADR7	N/A
P0ADS2	N/A
P0ADS5	N/A
P0ADT4	N/A
P0ADU5	N/A
P0ADW3	N/A
