Protein	Tax_id,,Tax_name,,Species,,Genus,,Family,,Order,,Class,,Phylum,,Kingdom,,Superkingdom
P0ABD7	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ABD8	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ABE0	83334,,Escherichia coli O157:H7,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ABF6	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ABH0	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ABH2	83334,,Escherichia coli O157:H7,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ABH3	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ABH7	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ABH8	199310,,Escherichia coli CFT073,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ABJ1	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ABJ9	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ABK1	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ABK4	83334,,Escherichia coli O157:H7,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ABK5	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ABP8	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ABQ4	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ABR3	83334,,Escherichia coli O157:H7,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ABT0	83334,,Escherichia coli O157:H7,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ABT2	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ABT3	83334,,Escherichia coli O157:H7,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ABT4	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ABU2	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ABU4	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ABU5	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ABX2	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ABZ8	83334,,Escherichia coli O157:H7,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AC13	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AC15	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AC33	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AC38	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AC40	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AC41	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AC47	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AC50	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AC55	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AC59	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AC62	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AC69	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AC81	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AC87	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AC90	83334,,Escherichia coli O157:H7,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AC91	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ACA3	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ACA5	83334,,Escherichia coli O157:H7,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ACB3	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ACB4	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ACB9	83334,,Escherichia coli O157:H7,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ACC2	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ACC3	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ACD6	83334,,Escherichia coli O157:H7,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ACD7	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ACD8	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ACE2	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ACE5	83334,,Escherichia coli O157:H7,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ACE6	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ACE7	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ACF0	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ACF4	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ACF8	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ACG0	83334,,Escherichia coli O157:H7,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ACG1	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ACG3	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ACI9	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ACJ0	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ACK9	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ACL4	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ACL8	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ACN4	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ACP3	83334,,Escherichia coli O157:H7,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ACP8	83334,,Escherichia coli O157:H7,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ACS1	83334,,Escherichia coli O157:H7,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ACW7	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ACZ3	83334,,Escherichia coli O157:H7,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ACZ4	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ACZ7	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AD23	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AD24	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AD59	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AD61	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AD62	83334,,Escherichia coli O157:H7,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ADB1	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ADB7	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ADC5	83334,,Escherichia coli O157:H7,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ADE6	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ADE9	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ADG7	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ADG8	83334,,Escherichia coli O157:H7,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ADI4	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ADN2	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ADN4	83334,,Escherichia coli O157:H7,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ADN5	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ADQ7	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ADR7	83334,,Escherichia coli O157:H7,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ADS2	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ADS5	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ADT4	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ADU5	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ADW3	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ADW5	83334,,Escherichia coli O157:H7,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ADX1	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ADY3	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ADY6	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ADY7	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0ADZ3	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AE08	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AE10	83334,,Escherichia coli O157:H7,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AE11	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AE12	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AE18	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AE20	83334,,Escherichia coli O157:H7,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AE21	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AE39	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AE52	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AE54	83334,,Escherichia coli O157:H7,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AE55	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AE62	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AE67	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AE68	83334,,Escherichia coli O157:H7,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AE82	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AE88	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AEB2	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AEB7	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AEC3	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AED0	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AED2	83334,,Escherichia coli O157:H7,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AED5	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AED6	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AEE5	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AEE7	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AEH5	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AEI3	83334,,Escherichia coli O157:H7,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AEJ4	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AEK2	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AEK5	83334,,Escherichia coli O157:H7,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AEL5	83334,,Escherichia coli O157:H7,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AEP5	83334,,Escherichia coli O157:H7,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AES0	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AES5	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AES7	83334,,Escherichia coli O157:H7,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AES8	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AET8	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AET9	83334,,Escherichia coli O157:H7,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AEU0	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AEU7	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AEV1	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AEX9	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AEZ6	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AEZ9	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AF04	83334,,Escherichia coli O157:H7,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AF05	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AF24	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AF25	83334,,Escherichia coli O157:H7,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AF28	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AF49	83334,,Escherichia coli O157:H7,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AF50	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AF69	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AF93	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AFA3	83334,,Escherichia coli O157:H7,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AFB5	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AFB6	83334,,Escherichia coli O157:H7,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
P0AFC7	83333,,Escherichia coli K-12,,Escherichia coli,,Escherichia,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
